StopId,StopAbbr,StopName,OnStreet,AtStreet,Lon,Lat,GeoStatus,InService,Zipcodes
11918.0,CAGL(SW),Campbell Av/Glenn,N CAMPBELL AVE,E GLENN ST,-110.944007,32.257278,-214748363.0,1.0,85719
14031.0,CAGR(NE),Campbell Av/Grant@Water,N CAMPBELL AVE,E WATER ST,-110.943865,32.25164,-214748363.0,1.0,85719
106.0,CAGR(SW),Campbell Av/Grant@Edison,N CAMPBELL AVE,E EDISON ST,-110.944263,32.249054,-214748363.0,1.0,85719
12644.0,CAHO(NE),Campbell Av/Holladay,S CAMPBELL AVE,E MINORKA RD,-110.943362,32.151481,-214748363.0,1.0,85706
12700.0,CAHO(SW),Campbell Av/Holladay,S CAMPBELL AVE,E HOLLADAY ST,-110.94353,32.151273,-214748363.0,1.0,85706
12704.0,CAIR(SE),Campbell Av/Irvington,S CAMPBELL AVE,UNNAMED,-110.943277,32.160752,-214748364.0,1.0,85706
14324.0,CAIR(SW),Campbell Av/Irvington,S CAMPBELL AV,E IRVINGTON RD,-110.943472,32.162774,-214748363.0,1.0,85714
11890.0,CAKL(NE),Campbell Av/Kleindale,N CAMPBELL AVE,N RICHLAND DR,-110.943698,32.268917,-214748363.0,1.0,85719
11914.0,CAKL(SW),Campbell Av/Kleindale,N CAMPBELL AVE,E KLEINDALE RD,-110.943862,32.268359,-214748363.0,1.0,85719
11883.0,CALE(NE),Campbell Av/Lester,N CAMPBELL AVE,E 8TH ST,-110.943983,32.243951,-214748363.0,1.0,85719
11096.0,CALR(NE),Cardinal/Los Reales,S CARDINAL AV,W LOS REALES RD,-111.028858,32.119748,-214748363.0,1.0,85746
16087.0,CAMI(NE),SS/Campus Dr/Mission Rd,W CAMPUS DR,S MISSION RD,-111.021626,32.091546,-214748364.0,1.0,85746
12701.0,CAOR(SE),Campbell Av/Oregon,S CAMPBELL AVE,E CANADA ST,-110.94338,32.153554,-214748363.0,1.0,85706
12643.0,CAOR(SW),Campbell Av/Oregon,S CAMPBELL AVE,E OREGON ST,-110.943518,32.153492,-214748363.0,1.0,85706
16048.0,CAPA(NE),Cardinal/San Paulus,S CARDINAL AVE,W CMO ORO BLANCO,-111.028611,32.137869,-214748363.0,1.0,85746
11098.0,CAPA(SE),Cardinal/Pajarito,S CARDINAL AVE,W C PAJARITO,-111.028904,32.127804,-214748363.0,1.0,85746
15005.0,CAPA(SW),Cardinal/Pajarito,S CARDINAL AVE,W C PAJARITO,-111.02903,32.127696,-214748363.0,1.0,85746
11099.0,CAPI(NE),Cardinal/Pincushion,S CARDINAL AVE,W PINCUSHION LN,-111.0288,32.131237,-214748363.0,1.0,85746
148.0,CAPR(NE),Campbell Av/Prince,N CAMPBELL AV,E PRINCE RD,-110.943717,32.272572,-214748363.0,1.0,85719
16171.0,CAPR(SW),Campbell Av/Prince,N CAMPBELL AVE,E GREENLEE RD,-110.943952,32.271755,-214748363.0,1.0,85719
11332.0,CARI(SW),Campbell Av/River,N CAMPBELL AVE,E RIVER RD,-110.943934,32.285978,-214748363.0,1.0,85718
11912.0,CARO(SW),Campbell Av/Roger,N CAMPBELL AVE,E ROGER RD,-110.94395,32.27898,-214748363.0,1.0,85719
11884.0,CASE(SE),Campbell Av/Seneca,N CAMPBELL AVE,E SENECA ST,-110.943945,32.246906,-214748363.0,1.0,85719
11881.0,CASP(NE),Campbell Av/Speedway,N CAMPBELL AVE,E SPEEDWAY BLVD,-110.943855,32.236736,-214748363.0,1.0,85719
11924.0,CASP(SW),Campbell Av/Speedway,N CAMPBELL AVE,E SPEEDWAY BLVD,-110.944114,32.235706,-214748363.0,1.0,85719
11097.0,CATI(NE),Cardinal/Tigre,S CARDINAL AVE,W C DEL TIGRE,-111.028958,32.124484,-214748363.0,1.0,85746
92.0,CATV(NW),Catalina Hy/Tanque Verde,E CATALINA HWY,E TANQUE VERDE RD,-110.798893,32.259294,-214748363.0,1.0,85749
16047.0,CAVA(NE),Cardinal/Valencia,S CARDINAL AVE,W VALENCIA RD,-111.028645,32.134867,-214748364.0,1.0,85746
231.0,CAVA(SW),Cardinal/Valencia,S CARDINAL AVE,W BARREL DR,-111.028964,32.132295,-214748364.0,1.0,85746
14994.0,CAVL(NE),Campbell Av/Valencia,S CAMPBELL AVE,E VALENCIA RD,-110.943354,32.134608,-214748363.0,1.0,85706
11921.0,CAWA(NW),Campbell Av/Waverly,N CAMPBELL AVE,E WAVERLY ST,-110.944221,32.245871,-214748363.0,1.0,85719
12641.0,CAWY(SW),Campbell Av/Wyoming,S CAMPBELL AVE,E WYOMING ST,-110.943556,32.159214,-214748363.0,1.0,85706
11256.0,CC17(NE),Country Club/17th St,S COUNTRY CLUB RD,E CMO CAMPESTRE,-110.926551,32.213599,-214748363.0,1.0,85716
143.0,CC22(NE),Country Club/22nd St,S COUNTRY CLUB RD,E 21ST ST,-110.926493,32.208114,-214748363.0,1.0,85716
11252.0,CC23(SE),Country Club/23rd St,S COUNTRY CLUB RD,E 23RD ST,-110.926675,32.205914,-214748363.0,1.0,85713
13965.0,CC23(SW),Country Club/23rd St,S COUNTRY CLUB RD,E 23RD ST,-110.926809,32.206023,-214748363.0,1.0,85713
11251.0,CC27(NE),Country Club/27th St,S COUNTRY CLUB RD,E 27TH ST,-110.926589,32.203006,-214748363.0,1.0,85713
13966.0,CC27(SW),Country Club/27th St,S COUNTRY CLUB RD,E 27TH ST,-110.926717,32.20255,-214748363.0,1.0,85713
13967.0,CC30(NW),Country Club/30th St,S COUNTRY CLUB RD,E 30TH ST,-110.926706,32.20045,-214748363.0,1.0,85713
13869.0,CC3S(NE),Country Club/3rd St,N COUNTRY CLUB RD,E 3RD ST,-110.92663,32.232214,-214748363.0,1.0,85716
13955.0,CC3S(NW),Country Club/3rd St,N COUNTRY CLUB RD,E 3RD ST,-110.926836,32.231939,-214748363.0,1.0,85716
14954.0,CC44(NE),Country Club/44th St,S COUNTRY CLUB RD,E 44TH ST,-110.926347,32.184897,-214748364.0,1.0,85713
14958.0,CC44(NW),Country Club/44th St,S COUNTRY CLUB RD,E 44TH ST,-110.926511,32.184592,-214748364.0,1.0,85713
14953.0,CC46(NE),Country Club/46th St,S COUNTRY CLUB RD,E 46TH ST,-110.926322,32.181832,-214748364.0,1.0,85713
14959.0,CC46(NW),Country Club/46th St,S COUNTRY CLUB RD,E 46TH ST,-110.926492,32.181559,-214748364.0,1.0,85713
13868.0,CC5S(NE),Country Club/5th St,N COUNTRY CLUB RD,E 5TH ST,-110.926624,32.229196,-214748363.0,1.0,85716
13956.0,CC5S(SW),Country Club/5th St,N COUNTRY CLUB RD,E 6TH ST,-110.926785,32.228251,-214748363.0,1.0,85716
11843.0,CC8S(NE),Country Club/8th St,N COUNTRY CLUB RD,E 8TH ST,-110.92662,32.225417,-214748363.0,1.0,85716
11743.0,CC8S(SW),Country Club/8th St,N COUNTRY CLUB RD,E 8TH ST,-110.926808,32.22509,-214748363.0,1.0,85716
11257.0,CCAC(NE),Country Club/Arroyo Chico,S COUNTRY CLUB RD,E ARROYO CHICO,-110.92655,32.216847,-214748363.0,1.0,85716
11747.0,CCAC(NW),Country Club/Arroyo Chico,S COUNTRY CLUB,E ARROYO CHICO,-110.926746,32.216434,-214748363.0,1.0,85716
13871.0,CCAD(SE),Country Club/Adams,N COUNTRY CLUB RD,E ADAMS ST,-110.926712,32.240516,-214748363.0,1.0,85716
10895.0,CCAJ(NE),Country Club/Ajo,S COUNTRY CLUB RD,E AJO WAY,-110.92627,32.178506,-214748364.0,1.0,85713
10893.0,CCAJ(SW),Country Club/Ajo,S COUNTRY CLUB RD,E AJO WAY,-110.926531,32.177423,-214748364.0,1.0,85713
16251.0,CCBA(NE),Country Club/Bantam Rd,S COUNTRY CLUB RD,E BANTAM RD,-110.926226,32.156253,-214748363.0,1.0,85706
16252.0,CCBA(SW),Country Club/Bantam Rd,S COUNTRY CLUB RD,E BANTAM RD,-110.92641,32.155976,-214748363.0,1.0,85706
16249.0,CCBE(NE),Country Club/Behan St,S COUNTRY CLUB RD,E BEHAN ST,-110.926196,32.152565,-214748363.0,1.0,85706
16250.0,CCBE(SW),Country Club/Behan St,S COUNTRY CLUB RD,E BEHAN ST,-110.92638,32.152288,-214748363.0,1.0,85706
13876.0,CCBL(NE),Country Club/Blacklidge,N COUNTRY CLUB RD,E BLACKLIDGE DR,-110.926692,32.261589,-214748363.0,1.0,85716
13948.0,CCBL(SW),Country Club/Blacklidge,N COUNTRY CLUB RD,E BLACKLIDGE DR,-110.926935,32.261048,-214748363.0,1.0,85716
170.0,CCBR(NE),Country Club/Broadway,N COUNTRY CLUB RD,E BROADWAY BLVD,-110.926487,32.221776,-214748363.0,1.0,85716
179.0,CCBR(SW),Country Club/Broadway,S COUNTRY CLUB RD,E BROADWAY BLVD,-110.926705,32.221228,-214748363.0,1.0,85716
16253.0,CCDR(NE),Country Club/Drexel,S COUNTRY CLUB RD,E HOLLADAY ST,-110.926195,32.149083,-214748363.0,1.0,85706
13953.0,CCDR(SW),Country Club/Drachman,N COUNTRY CLUB RD,E DRACHMAN ST,-110.926876,32.239444,-214748364.0,1.0,85716
11255.0,CCEA(NE),Country Club/Eastland,S COUNTRY CLUB RD,E EASTLAND ST,-110.926519,32.211869,-214748363.0,1.0,85716
11749.0,CCEA(SW),Country Club/Eastland,S COUNTRY CLUB RD,E 19TH ST,-110.926768,32.2112,-214748363.0,1.0,85716
13952.0,CCEL(SW),Country Club/Elm,N COUNTRY CLUB RD,E ELM ST,-110.926882,32.242869,-214748364.0,1.0,85716
10899.0,CCFB(NE),Country Club/Food Bank,S COUNTRY CLUB RD,E RICKEY VISTA,-110.926377,32.188865,-214748364.0,1.0,85713
13874.0,CCFL(SE),Country Club/Flower,N COUNTRY CLUB RD,E FLOWER ST,-110.926725,32.253747,-214748363.0,1.0,85716
13950.0,CCFL(SW),Country Club/Flower,N COUNTRY CLUB RD,E FLOWER ST,-110.926943,32.253726,-214748363.0,1.0,85716
13877.0,CCFT(NE),Country Club/Ft Lowell,N COUNTRY CLUB RD,E FORT LOWELL RD,-110.926696,32.265337,-214748363.0,1.0,85716
13947.0,CCFT(SW),Country Club/Ft Lowell,N COUNTRY CLUB RD,E FORT LOWELL RD,-110.926902,32.26432,-214748363.0,1.0,85716
13875.0,CCGL(NE),Country Club/Glenn,N COUNTRY CLUB RD,E GLENN ST,-110.926719,32.25833,-214748363.0,1.0,85716
13949.0,CCGL(SW),Country Club/Glenn,N COUNTRY CLUB RD,E GLENN ST,-110.926991,32.25731,-214748363.0,1.0,85716
171.0,CCGR(NE),Country Club/Grant,N COUNTRY CLUB RD,E GRANT RD,-110.926742,32.251115,-214748363.0,1.0,85716
178.0,CCGR(NW),Country Club/Grant,N COUNTRY CLUB RD,E GRANT RD,-110.92697,32.250593,-214748363.0,1.0,85716
14530.0,CCIR(NE),Country Club/Irvington,S COUNTRY CLUB RD,E MISSOURI ST,-110.926182,32.163651,-214748364.0,1.0,85714
13878.0,CCKL(NE),Country Club/Kleindale,N COUNTRY CLUB RD,E KLEINDALE RD,-110.926704,32.269096,-214748363.0,1.0,85716
13946.0,CCKL(SW),Country Club/Kleindale,N COUNTRY CLUB RD,E KLEINDALE RD,-110.926832,32.268475,-214748363.0,1.0,85716
14955.0,CCKV(NE),Country Club/Kaibab Vista,S COUNTRY CLUB RD,E COCONINO VISTA,-110.926363,32.187208,-214748364.0,1.0,85713
14957.0,CCKV(NW),Country Club/Kaibab Vista,S COUNTRY CLUB RD,E COCONINO VISTA,-110.926542,32.187138,-214748364.0,1.0,85713
15009.0,CCMI(SE),Country Club/Michigan,S COUNTRY CLUB RD,E MICHIGAN ST,-110.926261,32.170049,-214748364.0,1.0,85714
12654.0,CCMI(SW),Country Club/Missouri,S COUNTRY CLUB RD,E IRVINGTON RD,-110.926435,32.166332,-214748363.0,1.0,85714
12689.0,CCMI*NE*,Country Club/Missouri,S COUNTRY CLUB RD,E MISSOURI ST,-110.926246,32.166874,-214748364.0,1.0,85714
14696.0,CCPE(NW),Country Club/Pennsylvania,S COUNTRY CLUB RD,E PENNSYLVANIA ST,-110.926475,32.171777,-214748364.0,1.0,85714
13872.0,CCPI(NE),Country Club/Pima,N COUNTRY CLUB RD,E PIMA ST,-110.926725,32.243516,-214748363.0,1.0,85716
14415.0,CCRV(SW),Country Club/Rickey Vista,S COUNTRY CLUB RD,E RICKEY VISTA,-110.926566,32.18895,-214748363.0,1.0,85713
13873.0,CCSE(NE),Country Club/Seneca,N COUNTRY CLUB RD,E SENECA ST,-110.926757,32.247436,-214748363.0,1.0,85716
13951.0,CCSE(SW),Country Club/Seneca,N COUNTRY CLUB RD,E SENECA ST,-110.926897,32.246641,-214748363.0,1.0,85716
11250.0,CCSI(NE),Country Club/Silverlake,S COUNTRY CLUB RD,E SILVERLAKE RD,-110.92661,32.199908,-214748363.0,1.0,85713
13870.0,CCSP(NE),Country Club/Speedway,N COUNTRY CLUB RD,E SPEEDWAY BL,-110.926677,32.236343,-214748363.0,1.0,85716
13954.0,CCSP(SW),Country Club/Speedway,N COUNTRY CLUB RD,E SPEEDWAY BLVD,-110.926959,32.235543,-214748363.0,1.0,85716
16043.0,CCWI(SW),Country Club/Winsett,S COUNTRY CLUB RD,E 17TH ST,-110.926734,32.21401,-214748363.0,1.0,85716
16.0,CH22(SW),Cherrybell/22nd St,S CHERRYBELL STRAV,E 22ND ST,-110.947935,32.205836,-214748364.0,1.0,85713
14796.0,CHOC(NW),Church/Ochoa,S CHURCH AVE,W OCHOA ST,-110.972603,32.219827,-214748363.0,1.0,85701
14797.0,CHOC(SE),Church/Ochoa,S CHURCH AVE,W OCHOA ST,-110.972323,32.219322,-214748363.0,1.0,85701
10859.0,CHPE(NW),Church/Pennington,N CHURCH AVE,W PENNINGTON ST,-110.972711,32.222785,-214748363.0,1.0,85701
14327.0,CHSI(NW),Cherrybell/Silverlake,S CHERRYBELL SV,E 12TH ST,-110.944337,32.201338,-214748363.0,1.0,85713
14607.0,CLLA(NW),Camp Lowell/Laurel,E FORT LOWELL RD,N LAUREL AVE,-110.897742,32.265188,-214748364.0,1.0,85712
14610.0,CLLA(SE),Camp Lowell/Laurel,E CAMP LOWELL DR,N LAUREL AVE,-110.896262,32.265002,-214748363.0,1.0,85712
14605.0,CLSW(NW),Camp Lowell/Swan,E CAMP LOWELL DR,E SPEEDWAY BLVD,-110.893766,32.265321,-214748363.0,1.0,85712
16180.0,CO4A(SE),SL/Congress/4th Av,N TOOLE AVE,E CONGRESS ST,-110.965539,32.221755,-214748363.0,1.0,85705
14516.0,CO6A(SE),SL/Congress/6th Av,E CONGRESS ST,N 6TH AVE,-110.968364,32.221964,-214748363.0,1.0,85701
15014.0,COAP(IN),SS/Wal Mart/Arizona Pavilions,W ARIZONA PAVILLIONS DR,N ARIZONA PAVILLIONS DR,-111.089281,32.355451,-214748363.0,1.0,85743
16292.0,COAV(NW),Corona/Alvernon,E CORONA RD,S PALO VERDE RD,-110.911605,32.123458,-214748363.0,1.0,85756
12467.0,COBO(NW),Congress/Bonita,W CONGRESS ST,N BONITA AVE,-110.983664,32.220587,-214748363.0,1.0,85745
14900.0,COCE(SE),Congress/Central,W CONGRESS ST,W RIVERVIEW ST,-110.978499,32.220939,-214748363.0,1.0,85701
11526.0,COCH(NW),Congress/Church,W CONGRESS ST,N 6TH AVE,-110.973142,32.221787,-214748363.0,1.0,85701
16263.0,COCH(SW),SL/Congress/Church,W CONGRESS ST,N 6TH AVE,-110.972673,32.221685,-214748363.0,1.0,85701
16173.0,COCN(SE),SL/Av del Convento/Congress St,S AVE DEL CONVENTO,W CONGRESS ST,-110.985287,32.220037,-214748363.0,1.0,85745
12466.0,COCO(NW),Congress/Av del Convento,W CONGRESS ST,N MELWOOD AVE,-110.986115,32.220358,-214748363.0,1.0,85745
11727.0,COCO(SE),Congress/Av del Convento,W CONGRESS ST,N LINDA AVE,-110.984356,32.220323,-214748363.0,1.0,85745
16355.0,COEC(SE),SS/Cocio Rd/El Cerrito Ln, , ,-111.344848,32.462227,-214748364.0,1.0,85653
16070.0,COEC(SW),SS/Cocio Rd/El Cerrito Ln,N COCIO RD,W EL CERRITO LN,-111.344849,32.462236,-214748364.0,1.0,85653
16176.0,COGN(CR),SL/Congress/Granada AvCR,W CONGRESS ST,N GRANADA AVE,-110.975768,32.221404,-214748363.0,1.0,85701
11464.0,COGN(NW),Congress/Granada(NW),W CONGRESS ST,N GRANADA AVE,-110.976684,32.221431,-214748364.0,1.0,85701
11455.0,COGN(SW),Congress/Granada(SW),W CONGRESS ST,N GRANADA AVE,-110.977093,32.221092,-214748363.0,1.0,85701
132.0,COGR(NW),Congress/Grande,W CONGRESS ST,N GRANDE AVE,-110.988946,32.22012,-214748363.0,1.0,85745
14197.0,COGR(SE),Congress/Grande,W CONGRESS ST,S GRANDE AVE,-110.987628,32.220045,-214748363.0,1.0,85745
12473.0,COIN(NW),Congress/I-10,W CONGRESS ST,N FREEWAY,-110.981172,32.220875,-214748363.0,1.0,85745
16349.0,COPV(NE),Corona/Palo Verde,E CORONA RD,S ALVERNON WY,-110.917453,32.123343,-214748364.0,1.0,85756
16178.0,COST(SE),SL/Congress/Stone,E CONGRESS ST,N SCOTT AVE,-110.970934,32.221958,-214748363.0,1.0,85701
11725.0,COWE(SE),Congress/Westmoreland,W CONGRESS ST,S WESTMORELAND AV,-110.991764,32.219666,-214748363.0,1.0,85745
209.0,CR10(NW),Craycroft/I-10 TTT,S CRAYCROFT RD,E REX STRA,-110.875169,32.126855,-214748363.0,1.0,85756
12828.0,CR16(SW),Craycroft/16th St,S CRAYCROFT RD,E 16TH ST,-110.875279,32.213938,-214748363.0,1.0,85711
12852.0,CR20(NE),Craycroft/20th St,S CRAYCROFT RD,E 20TH ST,-110.874994,32.21003,-214748363.0,1.0,85711
15926.0,CR20(SW),Craycroft/20th St,S CRAYCROFT RD,E 19TH ST,-110.875255,32.209749,-214748363.0,1.0,85711
12851.0,CR22(NE),Craycroft/22nd St,S CRAYCROFT RD,E BEVERLY ST,-110.874961,32.207261,-214748363.0,1.0,85711
12831.0,CR22(SW),Craycroft/22nd St,S CRAYCROFT RD,E 22ND ST,-110.875204,32.206371,-214748363.0,1.0,85711
12849.0,CR25(NE),Craycroft/25th St,S CRAYCROFT RD,E 25TH ST,-110.874998,32.203871,-214748363.0,1.0,85711
12832.0,CR26(SW),Craycroft/26th St,S CRAYCROFT RD,E 26TH ST,-110.875186,32.20224,-214748363.0,1.0,85711
134.0,CR29(NE),Craycroft/29th St(NE),S CRAYCROFT RD,E 29TH ST,-110.874948,32.200327,-214748363.0,1.0,85711
255.0,CR29(SW),Craycroft/29th St(SW),S CRAYCROFT RD,E 29TH ST,-110.875238,32.198955,-214748363.0,1.0,85711
12848.0,CR32(NE),Craycroft/32nd St(NE),S CRAYCROFT RD,E 32ND ST,-110.874958,32.196844,-214748363.0,1.0,85711
12834.0,CR32*SW*,Craycroft/32nd St(SW),S CRAYCROFT RD,E 32ND ST,-110.875213,32.195958,-214748363.0,1.0,85711
14873.0,CR3S(NW),Craycroft/3rd St,N CRAYCROFT RD,E 3RD ST,-110.875563,32.231741,-214748363.0,1.0,85711
12861.0,CR5S(NE),Craycroft/5th St,N CRAYCROFT RD,E 5TH ST,-110.87535,32.229218,-214748363.0,1.0,85711
12822.0,CR5S(SW),Craycroft/5th St,N CRAYCROFT RD,E 5TH ST,-110.875643,32.228586,-214748363.0,1.0,85711
12823.0,CR8S(SW),Craycroft/8th St,N CRAYCROFT RD,E 8TH ST,-110.875427,32.22538,-214748363.0,1.0,85711
14307.0,CRBR(NE),Craycroft/Broadway,N CRAYCROFT RD,E BROADWAY BLVD,-110.875032,32.221908,-214748363.0,1.0,85711
261.0,CRBR(SW),Craycroft/Broadway,S CRAYCROFT RD,E BROADWAY BLVD,-110.875315,32.221279,-214748363.0,1.0,85711
14310.0,CRBU(NE),Craycroft/Burns,N CRAYCROFT DR,E BURNS ST,-110.875211,32.225,-214748363.0,1.0,85711
14311.0,CRCO(NE),Craycroft/Copper,N CRAYCROFT RD,E COPPER ST,-110.875156,32.254667,-214748363.0,1.0,85712
14837.0,CRDM(VC),Craycroft/AF Base Gate,N DAVIS MONTHAN DR,S CRAYCROFT RD,-110.875407,32.191065,-214748363.0,1.0,85708
12672.0,CRDR(NW),Craycroft/Dream,S CRAYCROFT RD,E LITTLETOWN RD,-110.874976,32.130976,-214748363.0,1.0,85756
12866.0,CRFA(NE),Craycroft/Fairmount,N CRAYCROFT RD,E FAIRMOUNT ST,-110.875375,32.240022,-214748363.0,1.0,85712
14944.0,CRFA(SW),Craycroft/Fairmount,N CRAYCROFT RD,E FAIRMOUNT ST,-110.875593,32.239602,-214748363.0,1.0,85712
12847.0,CRGL(NE),Craycroft/Golf Links,S CRAYCROFT RD,E GOLF LINKS RD,-110.875002,32.192959,-214748363.0,1.0,85711
12811.0,CRGN(SW),Craycroft/Glenn,N CRAYCROFT RD,E GLENN ST,-110.875348,32.257641,-214748363.0,1.0,85712
257.0,CRGR(NE),Craycroft/Grant,N CRAYCROFT RD,E GRANT RD,-110.875251,32.251393,-214748363.0,1.0,85712
12813.0,CRGR(SW),Craycroft/Grant,N CRAYCROFT RD,E GRANT RD,-110.875454,32.250039,-214748363.0,1.0,85712
12860.0,CRHO*NE*,Craycroft/Holmes,N CRAYCROFT RD,HOLMES,-110.875287,32.227523,-214748363.0,1.0,85711
12850.0,CRJU(NE),Craycroft/Juarez,S CRAYCROFT RD,E JUAREZ ST,-110.874989,32.205658,-214748363.0,1.0,85711
12867.0,CRLE(NE),Craycroft/Lee,N CRAYCROFT RD,E LEE ST,-110.875387,32.241862,-214748363.0,1.0,85712
12868.0,CRPI(NE),Craycroft/Pima,N CRAYCROFT RD,E PIMA ST,-110.875441,32.243836,-214748363.0,1.0,85712
12816.0,CRPI(SW),Craycroft/Pima,N CRAYCROFT RD,E PIMA ST,-110.875631,32.243154,-214748363.0,1.0,85712
12862.0,CRRO(NE),Craycroft/Rosewood,N CRAYCROFT RD,E ROSEWOOD ST,-110.8754,32.23292,-214748363.0,1.0,85711
12812.0,CRSI(SW),Craycroft/Silver,N CRAYCROFT RD,E COPPER ST,-110.875398,32.254142,-214748363.0,1.0,85712
12854.0,CRSJ(NE),Craycroft/St Joseph Church,S CRAYCROFT RD,E COOPER ST,-110.875122,32.218706,-214748363.0,1.0,85711
12864.0,CRSP(NE),Craycroft/Speedway,N CRAYCROFT RD,E SPEEDWAY BLVD,-110.875415,32.236824,-214748363.0,1.0,85712
12819.0,CRSP(SW),Craycroft/Speedway,N CRAYCROFT RD,E SPEEDWAY BLVD,-110.875617,32.23544,-214748363.0,1.0,85712
12869.0,CRWA(NE),Craycroft/Waverly,N CRAYCROFT RD,E WAVERLY ST,-110.875345,32.246911,-214748363.0,1.0,85712
16000.0,CRWA(NW),Craycroft/Waverly,N SUN TRAN BLVD,E TANGELO DR,-110.875582,32.246971,-214748363.0,1.0,85712
12853.0,CRWI(NE),Craycroft/Wilshire,S CRAYCROFT RD,E SOUTH WILSHIRE DR,-110.875026,32.214783,-214748363.0,1.0,85711
15938.0,CRWI(NW),Craycroft/Williams Blvd,S CRAYCROFT RD,E WILLIAMS BLVD,-110.875277,32.217546,-214748363.0,1.0,85711
13188.0,CSES(NE),Cmo Seco/Escalante,S CMO SECO,S FRICK AVE,-110.806882,32.177634,-214748363.0,1.0,85730
13173.0,CSES(NW),Cmo Seco/Escalante,S CMO SECO,S FRICK AVE,-110.806965,32.178041,-214748363.0,1.0,85730
13189.0,CSMA(NE),Cmo Seco/Magda,S CMO SECO,S MAGDA AVE,-110.806869,32.182287,-214748363.0,1.0,85730
13172.0,CSMA(NW),Cmo Seco/Magda,S CMO SECO,S MAGDA AVE,-110.806954,32.182324,-214748363.0,1.0,85730
16187.0,CUCO(NE),SL/Cushing/Av del Convento,W CUSHING ST,S AVE DEL CONVENTO,-110.984631,32.21769,-214748363.0,1.0,85745
16174.0,CUFR(CR),SL/Cushing/Frontage Rd,W CUSHING ST,S FREEWAY,-110.980366,32.216805,-214748363.0,1.0,85745
13434.0,CUMA(SE),Cushing/Main,W CUSHING ST,S MEYER AVE,-110.97415,32.216808,-214748363.0,1.0,85701
13913.0,CUPL(NW),Curtis/Plane,W CURTIS RD,N PLANE AVE,-111.023033,32.301546,-214748363.0,1.0,85705
174.0,DACU(SW),Davis/Curtis,N DAVIS AVE,W CURTIS RD,-111.026943,32.301007,-214748364.0,1.0,85705
13915.0,DADI(SW),Davis/Diamond,N DAVIS AV,W DIAMOND ST,-111.026998,32.298091,-214748363.0,1.0,85705
15952.0,DARU(NW),Davis/Ruthrauff,N DAVIS AVE,W DIAMOND ST,-111.027053,32.294871,-214748363.0,1.0,85705
16327.0,DMLC(SE),SS/Duval Mine Rd/La Canada Dr,W DUVAL MINE RD,S LA CANADA DR,-110.992677,31.902545,-214748364.0,1.0,85614
16058.0,DMOE(NW),SS/C Don Miguel/Cmo de Oeste,W C DON MIGUEL,S AVE DON FERNANDO,-111.063122,32.170073,-214748363.0,1.0,85746
16061.0,DOBO(NW),SS/Donald/Bopp Rd,W BOPP RD,S THORNTON AVE,-111.099237,32.180352,-214748364.0,1.0,85735
122.0,DORI(SE),Dodge/River,N DODGE BLVD,E GLENN ST,-110.913944,32.273463,-214748363.0,1.0,85718
12143.0,DR11(NE),Drachman/11th Av,W DRACHMAN ST,N 11TH AVE,-110.976268,32.239513,-214748363.0,1.0,85705
12253.0,DR11(SW),Drachman/11th Av,W DRACHMAN ST,N 11TH AVE,-110.976694,32.239372,-214748363.0,1.0,85705
14735.0,DR12(NW),Drexel/12th Av,W DREXEL RD,S 12TH AVE,-110.977892,32.148711,-214748363.0,1.0,85706
12645.0,DRCA(SE),Drexel/Campbell,E DREXEL RD,S CAMPBELL AVE,-110.942884,32.148587,-214748363.0,1.0,85706
16259.0,DRCC(NW),Drexel/Country Club,E DREXEL RD, ,-110.926666,32.14888,-214748363.0,1.0,85706
12649.0,DRCC(SE),Drexel/Country Club MHP,E DREXEL RD, ,-110.92914,32.148713,-214748363.0,1.0,85706
12557.0,DRCR(SE),Drexel/Cardinal,W DREXEL RD,S CARDINAL AVE,-111.028028,32.148243,-214748364.0,1.0,85746
12667.0,DRCT(SW),Drexel/Catalina,E DREXEL RD,S CATALINA AVE,-110.899191,32.148831,-214748363.0,1.0,85706
12546.0,DRHI(NE),Drexel/Hildreth,W DREXEL RD,S HILDRETH AV,-111.024086,32.148382,-214748363.0,1.0,85746
16153.0,DRHI(NW),Drexel/Hildreth,W DREXEL RD,S CACTUS WREN AVE,-111.025483,32.148416,-214748363.0,1.0,85746
12558.0,DRHI(SE),Drexel/Hildreth,W DREXEL RD,S ORIOLE AVE,-111.023855,32.14826,-214748363.0,1.0,85746
12698.0,DRJA(NW),Drexel/Jasmine,E DREXEL RD,S JASMINE WAY,-110.940837,32.14874,-214748363.0,1.0,85706
12646.0,DRJA(SE),Drexel/Jasmine,E DREXEL RD,S JASMINE WY,-110.940113,32.148603,-214748363.0,1.0,85706
223.0,DRMI(NW),Drexel/Mission,W DREXEL RD,S MISSION RD,-111.013603,32.1484,-214748363.0,1.0,85746
222.0,DRMI(SE),Drexel/Mission,W DREXEL RD,S MISSION RD,-111.012549,32.14833,-214748363.0,1.0,85746
16114.0,DROT(NW),Drexel/Oak Tree,W DREXEL RD,S OAK TREE DR,-111.007094,32.148462,-214748363.0,1.0,85746
14436.0,DROT(SE),Drexel/Oak Tree,W DREXEL RD,S OAK TREE DR,-111.006336,32.148344,-214748363.0,1.0,85746
16065.0,DRRA(SE),SS/Drexel/Rafter Rd,W DREXEL RD,S RAFTER R,-111.107125,32.147847,-214748363.0,1.0,85757
